timestamp,x,y,z
7670,0.171,0.025,-0.01
7680,0.086,-0.061,-0.036
7690,-0.033,-0.087,-0.099
7700,-0.002,-0.11,-0.152
7710,-0.026,-0.15,-0.143
7720,-0.085,-0.225,-0.164
7730,-0.121,-0.215,-0.163
7740,-0.094,-0.248,-0.167
7750,-0.125,-0.266,-0.229
7760,-0.128,-0.316,-0.264
7770,-0.188,-0.382,-0.209
7780,-0.196,-0.442,-0.204
7790,-0.27,-0.492,-0.207
7800,-0.348,-0.485,-0.233
7810,-0.283,-0.494,-0.243
7820,-0.267,-0.428,-0.266
7830,-0.239,-0.396,-0.233
7840,-0.204,-0.375,-0.249
7850,-0.18,-0.299,-0.223
7860,-0.194,-0.212,-0.187
7870,-0.165,-0.17,-0.145
7880,-0.066,-0.128,-0.128
7890,-0.024,-0.06,-0.069
7900,0.018,-0.005,-0.046
7910,0.1,0.058,0.065
7920,0.173,0.111,0.134
7930,0.249,0.102,0.098
7940,0.351,0.177,0.147
7950,0.462,0.242,0.113
7960,0.514,0.273,0.204
7970,0.564,0.36,0.252
7980,0.695,0.437,0.289
7990,0.764,0.471,0.253
8000,0.81,0.487,0.208
8010,0.804,0.528,0.263
8020,0.765,0.498,0.332
8030,0.667,0.461,0.245
8040,0.568,0.412,0.285
8050,0.511,0.371,0.249
8060,0.425,0.293,0.222
8070,0.289,0.147,0.203
8080,0.156,0.017,0.137
8090,0.025,-0.086,0.057
8100,-0.095,-0.224,0.038
8110,-0.251,-0.351,-0.075
8120,-0.364,-0.468,-0.118
8130,-0.476,-0.548,-0.137
8140,-0.574,-0.669,-0.174
8150,-0.601,-0.762,-0.296
8160,-0.608,-0.85,-0.489
8170,-0.725,-0.958,-0.598
8180,-0.853,-0.992,-0.624
8190,-1.046,-0.916,-0.58
8200,-1.059,-0.808,-0.569
8210,-1.014,-0.576,-0.47
8220,-0.769,-0.279,-0.362
8230,-0.412,0.059,-0.229
8240,0.086,0.444,-0.148
8250,0.492,0.682,-0.145
8260,0.902,0.849,-0.156
8270,1.151,0.99,-0.182
8280,1.308,1.06,-0.157
8290,1.245,0.963,-0.106
8300,1.108,0.836,-0.014
8310,0.969,0.801,0.07
8320,0.819,0.698,0.124
8330,0.576,0.623,0.182
8340,0.414,0.529,0.178
8350,0.349,0.463,0.122
8360,0.193,0.393,0.074
8370,0.118,0.338,0.014
8380,0.065,0.212,0.006
8390,-0.045,0.036,-0.004
